Global Category Tree Look - Up,,,,,
,,,,,
Division,Loadsheet/Department,Main Category,Lowest Category,Minimum Required Images,Required Compliance Certificate,Division_ZH,Department_ZH,Main_ZH,Lowest_ZH
Consumables,Liquor,Alcoholic Beverages (15803),Liquor & Spirits->Vodka (15817),1,Liquor License Certificate ,耗材,酒类,酒精饮料,烈酒->伏特加 (15817)
Consumables,Liquor,Alcoholic Beverages (15803),Liquor & Spirits->Whiskey (15818),1,Liquor License Certificate ,耗材,酒类,酒精饮料,烈酒->威士忌 (15818)
Consumables,Liquor,Alcoholic Beverages (15803),Mixed Packs (30578),1,Liquor License Certificate ,耗材,酒类,酒精饮料,混合装 (30578)
Consumables,Liquor,Alcoholic Beverages (15803),Mixers & Infusions (15806),1,Liquor License Certificate ,耗材,酒类,酒精饮料,调酒与浸泡酒 (15806)
Consumables,Liquor,Alcoholic Beverages (15803),Wine->Champagne & Sparkling Wine (19718),1,Liquor License Certificate ,耗材,酒类,酒精饮料,葡萄酒->香槟与气泡酒 (19718)
Consumables,Liquor,Alcoholic Beverages (15803),Wine->Fortified & Dessert Wines (19719),1,Liquor License Certificate ,耗材,酒类,酒精饮料,葡萄酒->加强型与甜酒 (19719)
Consumables,Liquor,Alcoholic Beverages (15803),Wine->Gift Sets (19724),1,Liquor License Certificate ,耗材,酒类,酒精饮料,葡萄酒->礼盒装 (19724)
Consumables,Liquor,Alcoholic Beverages (15803),Wine->Mixed Cases (29612),1,Liquor License Certificate ,耗材,酒类,酒精饮料,葡萄酒->混合箱装 (29612)
Consumables,Liquor,Alcoholic Beverages (15803),Wine->Red Wine (19722),1,Liquor License Certificate ,耗材,酒类,酒精饮料,葡萄酒->红葡萄酒 (19722)
Consumables,Liquor,Alcoholic Beverages (15803),Wine->Rose (19721),1,Liquor License Certificate ,耗材,酒类,酒精饮料,葡萄酒->桃红葡萄酒 (19721)
Consumables,Liquor,Alcoholic Beverages (15803),Wine->White Wine (19720),1,Liquor License Certificate ,耗材,酒类,酒精饮料,葡萄酒->白葡萄酒 (19720)
Consumables,Liquor,Energy Drinks (30649),Energy Drinks (30649),1,,耗材,酒类,能量饮料,能量饮料 (30649)
Consumables,Liquor,Gifting (20726),Champagne & Sparkling Wine (30712),1,Liquor License Certificate ,耗材,酒类,礼品,香槟与气泡酒 (30712)
Consumables,Liquor,Gifting (20726),Cognac (20727),1,Liquor License Certificate ,耗材,酒类,礼品,干邑 (20727)
Consumables,Liquor,Gifting (20726),Gins (20734),1,Liquor License Certificate ,耗材,酒类,礼品,金酒 (20734)
Consumables,Liquor,Gifting (20726),Liqueur (20728),1,Liquor License Certificate ,耗材,酒类,礼品,利口酒 (20728)
Consumables,Liquor,Gifting (20726),Rums (20733),1,Liquor License Certificate ,耗材,酒类,礼品,朗姆酒 (20733)
Consumables,Liquor,Gifting (20726),Tequila (20729),1,Liquor License Certificate ,耗材,酒类,礼品,龙舌兰酒 (20729)
Consumables,Liquor,Gifting (20726),Vodka (20730),1,Liquor License Certificate ,耗材,酒类,礼品,伏特加 (20730)
Consumables,Liquor,Gifting (20726),Whisky (20731),1,Liquor License Certificate ,耗材,酒类,礼品,威士忌 (20731)
Consumables,Liquor,Gifting (20726),Wine (20732),1,Liquor License Certificate ,耗材,酒类,礼品,葡萄酒 (20732)
Consumables,Liquor,Non-Alcoholic (19709),Beverage Colourants (28528),2,R638  - Food Safety,耗材,酒类,非酒精饮料,饮料着色剂 (28528)
Consumables,Liquor,Non-Alcoholic (19709),Energy Drinks (19712),2,R638  - Food Safety,耗材,酒类,非酒精饮料,能量饮料 (19712)
Consumables,Liquor,Non-Alcoholic (19709),Fruit Juices & Iced Tea (19713),2,R638  - Food Safety,耗材,酒类,非酒精饮料,果汁与冰茶 (19713)
Consumables,Liquor,Non-Alcoholic (19709),Mixers & Infusions (19711),2,R638  - Food Safety,耗材,酒类,非酒精饮料,调酒与浸泡酒 (19711)
Consumables,Liquor,Non-Alcoholic (19709),Non-Alcoholic Beer (20723),2,,耗材,酒类,非酒精饮料,无酒精啤酒 (20723)
Consumables,Liquor,Non-Alcoholic (19709),Non-Alcoholic Spirits (22863),2,,耗材,酒类,非酒精饮料,无酒精烈酒 (22863)
Consumables,Liquor,Non-Alcoholic (19709),Non-Alcoholic Wines (22586),2,,耗材,酒类,非酒精饮料,无酒精葡萄酒 (22586)
Consumables,Liquor,Non-Alcoholic (19709),Soft Drinks (19710),2,R638  - Food Safety,耗材,酒类,非酒精饮料,软饮料 (19710)
Consumables,Liquor,Non-Alcoholic (19709),Water (19714),2,R638  - Food Safety,耗材,酒类,非酒精饮料,水 (19714)
Consumables,Liquor,Premixes & Mocktails (21691),Premixes & Mocktails (21691),2,R638  - Food Safety,耗材,酒类,预调酒和无酒精鸡尾酒,预调酒与无酒精鸡尾酒 (21691)
Consumables,Liquor,Soft Drinks (30650),Soft Drinks (30650),1,,耗材,酒类,软饮料,软饮料 (30650)
Consumables,Non Perishable,Air Fresheners (17208),Air Fresheners (17208),3,,耗材,非易腐品,空气清新剂,空气清新剂 (17208)
Consumables,Non Perishable,Batteries (15677),Camera Batteries (15678),3,,耗材,非易腐品,电池,相机电池 (15678)
Consumables,Non Perishable,Batteries (15677),General Purpose Batteries (15681),3,,耗材,非易腐品,电池,通用电池 (15681)
Consumables,Non Perishable,Batteries (15677),Laptop Batteries (15682),1,,耗材,非易腐品,电池,笔记本电脑电池 (15682)
Consumables,Non Perishable,Batteries (15677),Mobile Phone Batteries (15684),3,,耗材,非易腐品,电池,手机电池 (15684)
Consumables,Non Perishable,"Biscuits, Rusks & Crackers (15841)","Biscuits, Rusks & Crackers (15841)",2,R638  - Food Safety,耗材,非易腐品,饼干、面包干和薄脆饼干,饼干、面包干与薄脆饼 (15841)
Consumables,Non Perishable,Coffee (15821),Coffee Bags (22893),2,R638  - Food Safety,耗材,非易腐品,咖啡,咖啡包 (22893)
Consumables,Non Perishable,Coffee (15821),Coffee Beans (20021),2,R638  - Food Safety,耗材,非易腐品,咖啡,咖啡豆 (20021)
Consumables,Non Perishable,Coffee (15821),Coffee Capsules (20020),2,R638  - Food Safety,耗材,非易腐品,咖啡,咖啡胶囊 (20020)
Consumables,Non Perishable,Coffee (15821),Coffee Pods (20022),2,R638  - Food Safety,耗材,非易腐品,咖啡,咖啡粉包 (20022)
Consumables,Non Perishable,Coffee (15821),Ground Coffee (22894),2,R638  - Food Safety,耗材,非易腐品,咖啡,研磨咖啡 (22894)
Consumables,Non Perishable,Coffee (15821),Instant Coffee (22895),2,R638  - Food Safety,耗材,非易腐品,咖啡,速溶咖啡 (22895)
Consumables,Non Perishable,Electric Toothbrushes (20135),Electric Toothbrushes (20135),1,,耗材,非易腐品,电动牙刷,电动牙刷 (20135)
Consumables,Non Perishable,Energy Drinks (19712),Energy Drinks (19712),2,R638  - Food Safety,耗材,非易腐品,能量饮料,能量饮料 (19712)
Consumables,Non Perishable,Flavoured Syrups (28597),Flavoured Syrups (28597),2,R638  - Food Safety,耗材,非易腐品,风味糖浆,风味糖浆 (28597)
Consumables,Non Perishable,Foil (17585),Foil (17585),3,,耗材,非易腐品,箔纸,锡箔纸 (17585)
Consumables,Non Perishable,Food Items (15834),Canned & Jarred Foods (22523),2,R638  - Food Safety,耗材,非易腐品,食品,罐头与瓶装食品 (22523)
Consumables,Non Perishable,Food Items (15834),Condiments & Sauces->Honey (15861),2,R638  - Food Safety,耗材,非易腐品,食品,调味品与酱料->蜂蜜 (15861)
Consumables,Non Perishable,Food Items (15834),Condiments & Sauces->Mayonnaise (15866),2,R638  - Food Safety,耗材,非易腐品,食品,调味品与酱料->蛋黄酱 (15866)
Consumables,Non Perishable,Food Items (15834),Condiments & Sauces->Olives & Capers (15868),2,R638  - Food Safety,耗材,非易腐品,食品,调味品与酱料->橄榄与刺山柑 (15868)
Consumables,Non Perishable,Food Items (15834),Condiments & Sauces->Pickled Fruits & Vegetables (15870),2,R638  - Food Safety,耗材,非易腐品,食品,调味品与酱料->腌渍水果与蔬菜 (15870)
Consumables,Non Perishable,Food Items (15834),Condiments & Sauces->Relish & Chutney (15872),2,R638  - Food Safety,耗材,非易腐品,食品,调味品与酱料->酸辣酱与果酱 (15872)
Consumables,Non Perishable,Food Items (15834),Condiments & Sauces->Salad Dressing (15873),2,R638  - Food Safety,耗材,非易腐品,食品,调味品与酱料->沙拉酱 (15873)
Consumables,Non Perishable,Food Items (15834),Condiments & Sauces->Sauces (15863),2,R638  - Food Safety,耗材,非易腐品,食品,调味品与酱料->酱料 (15863)
Consumables,Non Perishable,Food Items (15834),Condiments & Sauces->Syrup (15877),2,R638  - Food Safety,耗材,非易腐品,食品,调味品与酱料->糖浆 (15877)
Consumables,Non Perishable,Food Items (15834),Condiments & Sauces->Tomato Sauce (15864),2,R638  - Food Safety,耗材,非易腐品,食品,调味品与酱料->番茄酱 (15864)
Consumables,Non Perishable,Food Items (15834),"Condiments, Spices & Sauces->Herbs & Spices (16109)",2,R638  - Food Safety,耗材,非易腐品,食品,调味品、香料与酱料->香草与香料 (16109)
Consumables,Non Perishable,Food Items (15834),"Cook In Sauces, Soups & Meal Kits (16132)",2,R638  - Food Safety,耗材,非易腐品,食品,烹饪酱料、汤与餐包 (16132)
Consumables,Non Perishable,Food Items (15834),Cooking & Baking Ingredients->Baking & Ingredients (22758),2,R638  - Food Safety,耗材,非易腐品,食品,烹饪与烘焙原料->烘焙原料 (22758)
Consumables,Non Perishable,Food Items (15834),Cooking & Baking Ingredients->Cooking Oils (15894),2,R638  - Food Safety,耗材,非易腐品,食品,烹饪与烘焙原料->食用油 (15894)
Consumables,Non Perishable,Food Items (15834),Cooking & Baking Ingredients->Oils & Vinegar (15918),2,R638  - Food Safety,耗材,非易腐品,食品,烹饪与烘焙原料->油与醋 (15918)
Consumables,Non Perishable,Food Items (15834),Cooking & Baking Ingredients->Sugar & Sweeteners (15914),2,R638  - Food Safety,耗材,非易腐品,食品,烹饪与烘焙原料->糖与甜味剂 (15914)
Consumables,Non Perishable,Food Items (15834),Dairy Products->Coffee Creamer (15924),2,R638  - Food Safety,耗材,非易腐品,食品,乳制品->咖啡奶精 (15924)
Consumables,Non Perishable,Food Items (15834),Desserts (28596),2,R638  - Food Safety,耗材,非易腐品,食品,甜点 (28596)
Consumables,Non Perishable,Food Items (15834),Dietary & Lifestyle (22513),2,R638  - Food Safety,耗材,非易腐品,食品,膳食与生活方式 (22513)
Consumables,Non Perishable,Food Items (15834),Dips & Spreads->Cheese Dips & Spreads (15932),2,R638  - Food Safety,耗材,非易腐品,食品,蘸酱与涂抹酱->芝士蘸酱 (15932)
Consumables,Non Perishable,Food Items (15834),Dips & Spreads->Cream Cheese (15933),2,R638  - Food Safety,耗材,非易腐品,食品,蘸酱与涂抹酱->奶油芝士 (15933)
Consumables,Non Perishable,Food Items (15834),Dips & Spreads->Guacamole (15934),2,R638  - Food Safety,耗材,非易腐品,食品,蘸酱与涂抹酱->鳄梨酱 (15934)
Consumables,Non Perishable,Food Items (15834),"Dips & Spreads->Jams, Honeys & Spreads (15936)",2,R638  - Food Safety,耗材,非易腐品,食品,蘸酱与涂抹酱->果酱、蜂蜜与涂抹酱 (15936)
Consumables,Non Perishable,Food Items (15834),Dips & Spreads->Nut Butters (15937),2,R638  - Food Safety,耗材,非易腐品,食品,蘸酱与涂抹酱->坚果酱 (15937)
Consumables,Non Perishable,Food Items (15834),Dips & Spreads->Vegetable Dip (15940),2,R638  - Food Safety,耗材,非易腐品,食品,蘸酱与涂抹酱->蔬菜蘸酱 (15940)
Consumables,Non Perishable,Food Items (15834),Food Casings (30698),2,R638  - Food Safety,耗材,非易腐品,食品,食品肠衣 (30698)
Consumables,Non Perishable,Food Items (15834),"Grains, Rice & Cereal->Breakfast Cereals (16086)",2,R638  - Food Safety,耗材,非易腐品,食品,谷物、大米与麦片->早餐麦片 (16086)
Consumables,Non Perishable,Food Items (15834),"Grains, Rice & Cereal->Rice (16091)",2,R638  - Food Safety,耗材,非易腐品,食品,谷物、大米与麦片->大米 (16091)
Consumables,Non Perishable,Food Items (15834),Nuts & Seeds (16103),2,R638  - Food Safety,耗材,非易腐品,食品,坚果与种子 (16103)
Consumables,Non Perishable,Food Items (15834),Occasional Gifts (15941),2,R638  - Food Safety,耗材,非易腐品,食品,节日礼品 (15941)
Consumables,Non Perishable,Food Items (15834),"Rice, Pasta & Pulses->Pasta (30646)",2,,耗材,非易腐品,食品,意大利面
Consumables,Non Perishable,Food Items (15834),"Rice, Pasta & Pulses->Pulses (30647)",2,,耗材,非易腐品,食品,豆类
Consumables,Non Perishable,Food Items (15834),"Rice, Pasta & Pulses->Rice (30645)",2,,耗材,非易腐品,食品,大米
Consumables,Non Perishable,Food Items (15834),Snack Foods->Biltong & Dry Wors (16121),2,R638  - Food Safety,耗材,非易腐品,食品,牛肉干和干香肠
Consumables,Non Perishable,Food Items (15834),Snack Foods->Chips & Savoury Snacks (16117),2,R638  - Food Safety,耗材,非易腐品,食品,薯片和咸味零食
Consumables,Non Perishable,Food Items (15834),Sweets & Chocolates (15852),3,R638  - Food Safety,耗材,非易腐品,食品,糖果和巧克力
Consumables,Non Perishable,Garbage Bags & Bin Liners (17376),Garbage Bags & Bin Liners (17376),3,,耗材,非易腐品,垃圾袋和垃圾桶衬垫,垃圾袋和垃圾桶衬垫
Consumables,Non Perishable,Home Fragrances (17207),Air Fresheners (17208),3,,耗材,非易腐品,家居香氛,空气清新剂 (17208)
Consumables,Non Perishable,Home Fragrances (17207),Incense (17211),1,,耗材,非易腐品,家居香氛,香
Consumables,Non Perishable,Hot Chocolate (15824),Hot Chocolate (15824),2,R638  - Food Safety,耗材,非易腐品,热巧克力,热巧克力
Consumables,Non Perishable,Household Cleaning Supplies (17377),Brooms & Sweepers (17380),3,,耗材,非易腐品,家居清洁用品,扫帚和清扫器
Consumables,Non Perishable,Household Cleaning Supplies (17377),Buckets (17381),3,,耗材,非易腐品,家居清洁用品,桶
Consumables,Non Perishable,Household Cleaning Supplies (17377),Cloths & Wipes (17410),3,,耗材,非易腐品,家居清洁用品,抹布和湿巾
Consumables,Non Perishable,Household Cleaning Supplies (17377),Feather Dusters (17385),3,,耗材,非易腐品,家居清洁用品,鸡毛掸子
Consumables,Non Perishable,Household Cleaning Supplies (17377),Glass Cleaners (22522),3,,耗材,非易腐品,家居清洁用品,玻璃清洁剂
Consumables,Non Perishable,Household Cleaning Supplies (17377),Household Cleaning Consumables->All-Purpose Cleaners (17389),1,,耗材,非易腐品,家居清洁用品,多功能清洁剂
Consumables,Non Perishable,Household Cleaning Supplies (17377),Household Cleaning Consumables->Bathroom Cleaners (17404),1,,耗材,非易腐品,家居清洁用品,浴室清洁剂
Consumables,Non Perishable,Household Cleaning Supplies (17377),Household Cleaning Consumables->Bleach & Disinfectants (30935),1,,耗材,非易腐品,家居清洁用品,漂白剂和消毒剂
Consumables,Non Perishable,Household Cleaning Supplies (17377),Household Cleaning Consumables->Carpet Cleaners (17390),1,,耗材,非易腐品,家居清洁用品,地毯清洁剂
Consumables,Non Perishable,Household Cleaning Supplies (17377),Household Cleaning Consumables->Descalers & Decalcifiers (17391),1,,耗材,非易腐品,家居清洁用品,除垢剂和去钙剂
Consumables,Non Perishable,Household Cleaning Supplies (17377),Household Cleaning Consumables->Dishwasher Cleaners (17393),1,,耗材,非易腐品,家居清洁用品,洗碗机清洁剂
Consumables,Non Perishable,Household Cleaning Supplies (17377),Household Cleaning Consumables->Dishwasher Salt (22524),1,,耗材,非易腐品,家居清洁用品,洗碗机盐
Consumables,Non Perishable,Household Cleaning Supplies (17377),"Household Cleaning Consumables->Dishwashing Liquid, Powders & Tablets (17392)",1,,耗材,非易腐品,家居清洁用品,洗碗液、粉和片
Consumables,Non Perishable,Household Cleaning Supplies (17377),Household Cleaning Consumables->Drain Openers (22756),1,,耗材,非易腐品,家居清洁用品,下水道疏通剂
